LINEAGE,0
GENERATION,0,0.0
GENERATION,1,50.0
GENERATION,2,75.0
GENERATION,3,87.49999999999999
GENERATION,4,92.66342254555197
GENERATION,5,99.03041827546137
GENERATION,6,99.17131180896335
LINEAGE,1
GENERATION,0,0.0
GENERATION,1,50.0
GENERATION,2,75.0
GENERATION,3,93.56225711872862
GENERATION,4,96.78112855936432
GENERATION,5,98.88874258095369
GENERATION,6,99.45181570227999
LINEAGE,2
GENERATION,0,0.0
