1,2,3,4,5,6,7,8,9,10
,,,,,,100,100,100,100
,,,,,,98.7858961,98.7858961,98.7858961,100
,,,,,,100,100,100,98.7858961
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,98.48063308,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,97.01470905,100,100,100
,,,,,,100,97.01470905,100,100
,,,,,,96.9782612,96.9782612,100,100
,,,,,,100,100,96.9782612,100
,,,,,,99.60926481,99.60926481,99.60926481,99.60926481
,,,,,,100,100,100,100
,,,,,,98.56430084,100,100,100
,,,,,,100,98.56430084,100,100
,,,,,,99.29869723,100,100,100
,,,,,,100,99.29869723,100,100
,,,,,,99.14308055,100,100,100
,,,,,,100,99.14308055,100,100
,,,,,,98.88076685,100,100,100
,,,,,,98.8851344,98.88076685,100,100
,,,,,,99.60926481,99.60926481,99.60926481,99.60926481
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,99.32766683,100,100,100
,,,,,,100,99.32766683,100,100
,,,,,,100,100,100,100
,,,,,,97.89569175,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,98.48063308,100,100,100
,,,,,,100,98.48063308,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,100,100,100,100
,,,,,,74.58686184,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,96.85214865,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,98.40707583,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,99.56620501,100,100
,,,,,,,100,99.56620501,100
,,,,,,,100,100,100
,,,,,,,97.00666052,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,98.8851344,98.8851344,98.8851344
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,99.09542522,99.09542522,100
,,,,,,,100,100,99.09542522
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,99.46091601,99.46091601,100
,,,,,,,100,100,99.46091601
,,,,,,,97.71426593,98.57118538,98.57118538
,,,,,,,100,99.14308055,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,99.22864191,100,100
,,,,,,,100,99.22864191,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,97.9112353,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,98.48063308,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,98.8851344,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,98.66704984,100,100
,,,,,,,99.22864191,98.66704984,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,100,100,100
,,,,,,,74.58686184,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.33993148,100
,,,,,,,,100,98.33993148
,,,,,,,,99.56620501,99.56620501
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,99.52097358,99.52097358
,,,,,,,,100,100
,,,,,,,,98.83985043,100
,,,,,,,,100,98.83985043
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.86914337,98.86914337
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,97.9713818,100
,,,,,,,,99.04332726,97.9713818
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.56430084,99.52097358
,,,,,,,,100,99.04332726
,,,,,,,,99.29869723,100
,,,,,,,,100,99.29869723
,,,,,,,,100,100
,,,,,,,,99.14308055,100
,,,,,,,,100,100
,,,,,,,,98.88076685,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,99.32766683,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.48063308,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.88076685,100
,,,,,,,,97.9713818,98.88076685
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.40707583,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,99.09542522,100
,,,,,,,,97.9112353,99.09542522
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,97.9112353,100
,,,,,,,,100,97.9112353
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.48063308,100
,,,,,,,,100,98.48063308
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,98.8851344,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,99.22864191,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,100,100
,,,,,,,,74.58686184,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.83985043
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.32766683
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.86914337
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.66704984
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.29869723
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,96.9782612
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.56620501
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.14308055
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.22864191
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.66704984
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.04332726
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.14308055
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.88076685
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.32766683
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.48063308
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,97.9713818
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.40707583
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,97.9112353
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,98.8851344
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,99.22864191
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,100
,,,,,,,,,74.58686184
