LINEAGE,0
Generation,0
# of Cells,1,0.0
Generation,1
# of Cells,2,50.0,50.0,
Generation,2
# of Cells,4,61.211502792981086,88.7884972070189,91.99226875051218,58.00773124948782,
Generation,3
# of Cells,8,68.03116727803004,93.18033551495105,91.14881426210486,66.85891698738295,95.50583036081247,96.48643838969971,97.2360061433422,91.55249106367673,
Generation,4
# of Cells,12,96.49508827909766,96.6852472358534,93.65155184519016,97.49726241691471,97.89606172458353,68.96285526279942,96.70768387908521,98.79814648172727,100.0,97.2360061433422,73.10773308310422,94.92343419492582,
Generation,5
# of Cells,6,98.80110183358212,97.88414540227127,100.0,100.0,98.75485581257604,98.74240660433867,
Generation,6
# of Cells,4,100.0,98.80110183358212,100.0,97.88414540227127,
LINEAGE,1
Generation,0
# of Cells,1,0.0
Generation,1
# of Cells,2,50.0,50.0,
Generation,2
# of Cells,4,62.87548576254274,87.12451423745726,88.39813619319922,61.601863806800786,
Generation,3
# of Cells,2,91.23407811741743,95.89043612003982,
Generation,4
# of Cells,4,96.71089421367985,94.52318390373759,98.84407611013488,97.04636000990496,
Generation,5
# of Cells,4,100.0,96.71089421367985,98.84407611013488,100.0,
Generation,6
# of Cells,6,100.0,100.0,98.74240660433867,97.96848760934118,100.0,100.0,
LINEAGE,2
Generation,0
# of Cells,1,0.0
