LINEAGE,0
GENERATION,0,0.0
GENERATION,1,50.0
GENERATION,2,75.0
GENERATION,3,87.5
GENERATION,4,90.85862333527908
GENERATION,5,93.71506995564232
GENERATION,6,99.17525695422744
GENERATION,7,99.7153395455288
LINEAGE,1
GENERATION,0,0.0
LINEAGE,2
GENERATION,0,0.0
GENERATION,1,50.0
GENERATION,2,75.0
GENERATION,3,85.67079906210775
GENERATION,4,94.16646482726239
