LINEAGE,0
Generation,0
# of Cells,1,0.0
Generation,1
# of Cells,2,50.0,50.0,
Generation,2
# of Cells,4,63.605456508219724,86.39454349178027,88.80943438637333,61.19056561362668,
Generation,3
# of Cells,8,68.67130829771723,94.93414821050249,90.34323077547123,70.84733483815545,93.97834815592284,92.41619533585744,93.55905092104649,95.25038346532682,
Generation,4
# of Cells,8,73.61976657235266,95.05154172536457,97.3020917899519,97.6320564205506,96.42961336520239,74.41772147295308,96.93368515931286,95.48251017654458,
Generation,5
# of Cells,10,98.86135818211524,96.19018354324935,98.77347180594866,98.85858461460192,99.06913858429711,97.36047478090528,100.0,74.41772147295308,73.61976657235266,100.0,
Generation,6
# of Cells,6,100.0,98.86135818211524,100.0,100.0,99.09966403516252,97.09051950808683,
Generation,7
# of Cells,4,100.0,98.86135818211524,100.0,100.0,
LINEAGE,1
Generation,0
# of Cells,1,0.0
LINEAGE,2
Generation,0
# of Cells,1,0.0
Generation,1
# of Cells,2,50.0,50.0,
Generation,2
# of Cells,4,59.448350114251056,90.55164988574894,83.23484613417992,66.76515386582008,
Generation,3
# of Cells,4,62.92803493887538,96.52031517537569,88.33292965452479,94.90191647965513,
Generation,4
# of Cells,2,97.87313584111118,90.45979381341361,
