LINEAGE,0
Generation,0
# of Cells,1,0.0
Generation,1
# of Cells,2,50.0,50.0,
Generation,2
# of Cells,4,56.2684394181212,93.73156058187881,87.31653419790835,62.68346580209164,
Generation,3
# of Cells,8,65.55763204537526,90.71080737274593,96.26890813321793,91.0476260646904,94.79462894023646,98.93693164164236,92.7631606607339,69.92030514135774,
Generation,4
# of Cells,16,70.46896836785926,95.088663677516,97.92897664836995,98.33993148484798,97.22681726657612,97.56781167366033,94.35710521368871,98.40605544704519,96.68943780058399,94.02136957216194,96.71958841447437,94.32803765021605,99.32766683226339,99.60926480937897,98.42309205129011,71.49721309006763,
Generation,5
# of Cells,32,71.17027113500339,99.29869723285587,98.78589609840071,99.14308054996924,100.0,97.22681726657612,96.08079056048618,98.27631465320253,96.68943780058399,100.0,96.71958841447437,100.0,99.32766683226339,100.0,100.0,98.42309205129011,97.19297192429195,97.89569175322406,98.33993148484798,100.0,98.04683809264388,99.52097358101645,99.56620501447425,98.83985043257096,94.02136957216194,100.0,95.84740457204641,98.48063307816963,99.60926480937897,100.0,97.4494352383774,74.04777785169023,
Generation,6
# of Cells,64,74.58686183887897,96.58340929612443,98.78589609840071,100.0,100.0,100.0,96.85214865108568,99.22864190940048,98.34950631573601,98.33993148484798,100.0,96.71958841447437,99.32766683226339,100.0,100.0,100.0,98.40707582589123,98.78589609840071,98.33993148484798,100.0,99.56620501447425,98.48063307816963,99.56620501447425,100.0,97.00666051748017,97.01470905468177,98.86914336943981,96.9782612026066,100.0,99.60926480937897,98.88513439906001,98.5643008393174,100.0,99.29869723285587,100.0,99.14308054996924,99.46091601281125,97.76590125376487,98.66704984382356,99.60926480937897,100.0,100.0,100.0,100.0,100.0,100.0,99.09542521902674,99.32766683226339,100.0,97.89569175322406,100.0,100.0,99.52097358101645,100.0,98.83985043257096,100.0,100.0,100.0,100.0,98.48063307816963,100.0,100.0,99.46091601281125,74.58686183887897,
Generation,7
# of Cells,128,74.58686183887897,100.0,98.78589609840071,100.0,100.0,100.0,100.0,96.85214865108568,98.34950631573601,100.0,100.0,100.0,99.32766683226339,100.0,100.0,100.0,100.0,98.40707582589123,98.33993148484798,100.0,99.56620501447425,100.0,100.0,99.56620501447425,100.0,97.00666051748017,98.86914336943981,100.0,100.0,100.0,100.0,98.88513439906001,100.0,100.0,100.0,100.0,99.46091601281125,100.0,98.66704984382356,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.09542521902674,100.0,100.0,100.0,100.0,99.52097358101645,100.0,98.83985043257096,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.46091601281125,98.86914336943981,97.7142659266846,100.0,100.0,100.0,100.0,100.0,99.22864190940048,98.33993148484798,100.0,98.80835311602092,97.91123529845345,100.0,100.0,100.0,100.0,98.78589609840071,100.0,100.0,100.0,100.0,98.48063307816963,100.0,100.0,97.01470905468177,100.0,96.9782612026066,100.0,99.60926480937897,100.0,98.5643008393174,100.0,99.29869723285587,100.0,99.14308054996924,100.0,98.88076685470486,98.88513439906001,99.60926480937897,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.32766683226339,100.0,100.0,97.89569175322406,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.48063307816963,100.0,100.0,100.0,100.0,74.58686183887897,
Generation,8
